Name,Ticker,"Sub-Sector","Market Cap","Total revenue (Q)","PBT (Q)","PBIT (Q)","Operating and Other Expenses (Q)","Net Income (Q)","EPS (Q)","EBITDA (Q)","Total Revenue","Taxes & Other Items","Selling & Administrative Expenses","Raw Materials","Payout Ratio","Power & Fuel Cost","PBT","PBIT","Operating & Other expenses","Net Income","Interest & Other Items","Earnings Per Share","Employee Cost","EBITDA","Dividend Per Share","Depreciation & Amortization"
Cybele Industries Ltd,CYBELEIND,,"27.381248","10.86","0.17000000000000032","0.3600000000000003","10.29","0.11000000000000032","0.1","0.5700000000000003","37.31","0.11",,,"0",,"0.4200000000000037","1.3700000000000037","35.15","0.3100000000000037","0.95","0.3",,"2.1600000000000037","0","0.79"
Jainex Aamcol Ltd,JAINEX,,"27.353058639999997","5.19","0.2200000000000005","0.3100000000000005","4.67","0.1800000000000005","1.23","0.5200000000000005","20.34","0.51",,,"0",,"1.760000000000001","2.190000000000001","17.22","1.2500000000000009","0.43","8.35",,"3.120000000000001","0","0.93"
Sj Corporation Ltd,SJCORP,"0","27.33756","10.02","-0.01","-0.01","10.02","-0.05","-0.06","0","21.8","0.22",,,"0",,"0.5600000000000018","0.5600000000000018","21.22","0.34000000000000186","0","0.42",,"0.5800000000000018","0","0.02"
Jaipan Industries Ltd,JAIPAN,"Home Electronics & Appliances","27.30898368","9.6","1.3400000000000005","1.4900000000000004","8.04","1.3400000000000005","2.22","1.5600000000000005","40.5","0.32",,,"0",,"1.7300000000000024","2.1600000000000024","38.19","1.4100000000000024","0.43","2.32",,"2.3100000000000023","0","0.15"
Blue Chip Tex Industries Ltd,BLUECHIPT,"Textiles","27.27172","58.87","0.019999999999998297","0.1999999999999983","58.04","0.0599999999999983","0.35","0.8299999999999983","253.22","0.28",,,"0",,"1.1900000000000048","1.8000000000000047","248.85","0.9100000000000048","0.61","4.63",,"4.3700000000000045","0","2.57"
Spectrum Foods Ltd,SPECFOOD,"Packaged Foods & Meats","27.267322863999997","5.35","2.4699999999999998","2.4699999999999998","2.63","2.4699999999999998","5.09","2.7199999999999998","15.82","0.26",,,"0",,"0.6399999999999998","1.0399999999999998","13.64","0.3799999999999998","0.4","0.79",,"2.1799999999999997","0","1.14"
Grovy India Ltd,GROVY,"Real Estate","27.22266522","10.82","0.1000000000000002","0.2300000000000002","10.58","0.0900000000000002","0.28","0.2400000000000002","21.17","0.31",,,"0.03676470588235294",,"1.2100000000000026","1.4900000000000027","19.63","0.9000000000000026","0.28","2.72",,"1.5400000000000027","0.1","0.05"
S V J Enterprises Ltd,SVJ,,"27.192051","1.55","0.3200000000000001","0.3300000000000001","1.16","0.23000000000000012","0.39","0.3900000000000001","5.75","0.3",,,"0",,"0.9900000000000002","1.0300000000000002","4.47","0.6900000000000002","0.04","1.25",,"1.2800000000000002","0","0.25"
Ansal Housing Ltd,ANSALHSG,"Real Estate","27.15797292","58.64","-9.109999999999996","5.740000000000004","52.48","-7.179999999999996","-1.17","6.160000000000004","260.29","-23.13",,,"0",,"-84.49","-18.47","277.04","-61.36","66.02","-10.29",,"-16.75","0","1.72"
Vaxtex Cotfab Ltd,VCL,"Textiles","27.15236935","16.73","0.2300000000000007","0.2300000000000007","16.43","0.2000000000000007","0.02","0.3000000000000007","78.07","0.03",,,"0",,"1.159999999999993","1.7899999999999932","76","1.129999999999993","0.63","0.09",,"2.069999999999993","0","0.28"
Super Crop Safe Ltd,SUCROSA,"Commodity Chemicals","27.1447875","6.91","0.81","1.27","5.45","0.78","0.19","1.46","22.55","-0.05",,,"0",,"0.9699999999999998","2.6399999999999997","19.28","1.0199999999999998","1.67","0.25",,"3.2699999999999996","0","0.63"
City Pulse Multiplex Ltd,CPML,,"27.098375511","1.26","0.37","0.37","0.64","0.28","0.81","0.62","0.55","0",,,"0",,"-0.75","-0.75","0.92","-0.75","0","-2.24",,"-0.37","0","0.38"
Gold Line International Finvest Ltd,GOLDLINE,"Diversified Financials","27.09018","0.87","0.04999999999999993","0.04999999999999993","0.8200000000000001","0.04999999999999993","0","0.04999999999999993","1.45","0",,,,,"0.07000000000000006","0.07000000000000006","1.38","0.07000000000000006",,"0",,"0.07000000000000006","0","0"
Erp Soft Systems Ltd,ERPSOFT,"Software Services","27.05868","4.88","0.13999999999999946","0.13999999999999946","4.73","0.09999999999999945","0.25","0.14999999999999947","23.56","0.11",,,"0",,"0.4299999999999989","0.4299999999999989","23.09","0.3199999999999989","0","0.79",,"0.46999999999999886","0","0.04"
Apex Capital and Finance Ltd,ACFL,"Consumer Finance","26.995099680000003","1.51","0.32999999999999985","0.32999999999999985","1.1800000000000002","0.23999999999999985","0.39","0.32999999999999985","5.11","0.24",,,"0",,"0.8799999999999999","0.8799999999999999","4.23","0.6399999999999999",,"1.07",,"0.8799999999999999","0","0"
Axis Healthcare ETF,AXISHCETF,"Equity","26.973934176",,,,,,,,,,,,,,,,,,,,,,,
HDFC Nifty IT ETF,HDFCNIFIT,"Equity","26.947385721",,,,,,,,,,,,,,,,,,,,,,,
Educomp Solutions Ltd,EDUCOMP,"Education Services","26.942776960000003","5.16","-109.3","-108.32","112.85","-109.3","-8.9","-107.69","1.48","0","6.21","0","0","0","-51.17999999999999","-47.16","39.32","-51.17999999999999","4.02","-4.179079245141032","2.17","-46.22","0","0.94"
Titaanium Ten Enterprise Ltd,TITAANIUM,"Textiles","26.914028","115.98","0.5399999999999994","2.3399999999999994","113.12","0.4199999999999994","0.63","2.8599999999999994","232.87","0.45",,,"0",,"2.0500000000000114","6.090000000000011","225.57","1.6000000000000114","4.04","2.4",,"7.300000000000011","0","1.21"
ETT Ltd,ETT,"Real Estate","26.896304039999997","0.77","0.67","0.67","0.1","0.55","0.53","0.67","11.16","1.45",,,"0",,"9.959999999999999","9.969999999999999","0.96","8.51","0.01","8.2",,"10.2","0","0.23"
OCL Iron and Steel Ltd,OISL,"Iron & Steel","26.882317810000004","0.06","-56.459999999999994","-34.339999999999996","12.16","-56.459999999999994","-3.89","-12.1","2.05","0",,,"0",,"-410.64","-107.8","20.88","-410.64","302.84","-28.26",,"-18.83","0","88.97"
Simplex Realty Ltd,SIMPLXREA,"Real Estate","26.86261036","1.87","0.6900000000000002","0.6900000000000002","1.15","0.5100000000000002","1.68","0.7200000000000002","7.68","0.43","1.54","0","0.2374112698412698","0.06","1.6900000000000002","1.7200000000000002","1.2599999999999998","1.2600000000000002","0.03","4.212099959149317","2.95","1.87","1","0.15"
Sharika Enterprises Ltd,SHARIKA,"Construction & Engineering","26.846","21.58","1.5999999999999983","2.0199999999999982","19.41","1.3899999999999983","0.32","2.169999999999998","50.73","0.09",,,"0",,"-3.1999999999999997","-1.5099999999999998","51.91","-3.2899999999999996","1.69","-0.76",,"-1.1799999999999997","0","0.33"
Quality Foils India Ltd,QFIL,"Metals - Diversified","26.8276",,,,,,,,"188.9","0.64",,,"0",,"3.8299999999999996","7.47","179.9","3.1899999999999995","3.64","11.17",,"9","0","1.53"
Elnet Technologies Ltd,ELNET,"IT Services & Consulting","26.740046795","8.13","4.570000000000001","4.630000000000001","3","2.790000000000001","6.97","5.130000000000001","30.71","4.98",,,"0.05841121495327103",,"18.680000000000003","19.320000000000004","8.83","13.700000000000003","0.64","34.24",,"21.880000000000003","2","2.56"
Paras Petrofils Ltd,PARASPETRO,"Textiles","26.73768","0.27","-0.28","-0.28","0.55","-0.28","-0.01","-0.28","1.21","0",,,"0",,"0.33999999999999997","0.33999999999999997","0.87","0.33999999999999997","0","0.01",,"0.33999999999999997","0","0"
Jigar Cables Ltd,JIGAR,"Cables","26.7216",,,,,,,,"28.58","0.37",,,"0",,"1.3899999999999983","1.7899999999999985","26.34","1.0199999999999982","0.4","1.46",,"2.2399999999999984","0","0.45"
Hipolin Ltd,HIPOLIN,,"26.61605","4.39","-0.1500000000000001","-0.1400000000000001","4.51","-0.1500000000000001","-0.5","-0.1200000000000001","24.509999999999998","0","2.4","10.39","0","0.11","7.619999999999996","7.6699999999999955","2.3900000000000015","7.619999999999996","0.05","24.334940759428974","1.47","7.749999999999996","0","0.08"
Jetking Infotrain Ltd,JETKINGQ,"Education Services","26.58375","7.52","1.5999999999999994","1.6499999999999995","5.33","1.5999999999999994","2.71","2.1899999999999995","22.46","0",,,"0",,"-0.14999999999999955","0.010000000000000453","20.48","-0.14999999999999955","0.16","-0.25",,"1.9800000000000004","0","1.97"
Narmada Agrobase Ltd,NARMADA,"Agro Products","26.55547944","18.27","0.13000000000000084","0.38000000000000084","17.81","0.10000000000000084","0.07","0.46000000000000085","50.08","0.24",,,"0",,"0.8900000000000002","1.7500000000000002","48.01","0.6500000000000002","0.86","0.48",,"2.0700000000000003","0","0.32"
VMS Industries Ltd,VMS,"Shipbuilding","26.522159509999998","29.39","1.7899999999999994","2.2599999999999993","27.03","1.6299999999999994","1","2.3599999999999994","145.76","0.48000000000000004",,,"0",,"2.979999999999991","4.629999999999991","140.75","2.499999999999991","1.65","1.52",,"5.009999999999991","0","0.38"
Solitaire Machine Tools Ltd,SOLIMAC,"Industrial Machinery","26.41275344","8.25","0.7999999999999997","0.8199999999999997","7.28","0.6499999999999997","1.42","0.9699999999999998","19","0.51","1.28","8.81","0.4258290000000006","0.21","2.1099999999999977","2.2599999999999976","2.080000000000001","1.5999999999999976","0.15","3.522540738183632","3.8","2.8199999999999976","1.5","0.56"
Orient Beverages Ltd,ORIBEVER,"Soft Drinks","26.3594925","32.98","0.2999999999999954","2.369999999999995","29.92","-0.4400000000000046","-2.04","3.059999999999995","122.01","0.28",,,"0",,"3.1200000000000028","9.890000000000002","109.59","2.8400000000000025","6.77","13.09",,"12.420000000000002","0","2.53"
Greencrest Financial Services Ltd,GREENCREST,,"26.316576","10.87","-2.470000000000001","-2.470000000000001","13.32","-1.6500000000000012","0.05","-2.450000000000001","24.490000000000002","0.42",,,"0",,"1.6800000000000028","1.6800000000000028","22.509999999999998","1.260000000000003",,"0.06305325414097922","0.28","1.7000000000000028","0","0.02"
Future Market Networks Ltd,FMNL,"Real Estate","26.182693355","31.3","-13.3","-8.91","35.75","-21.660000000000004","-3.76","-4.449999999999999","102.95","10.45",,,"0",,"1.4400000000000013","21.8","63.39","-9.009999999999998","20.36","-1.57",,"39.56","0","17.76"
Dipna Pharmachem Ltd,DPL,,"26.08263",,,,,,,,"99.93","0.47",,,"0",,"1.3800000000000088","2.3400000000000087","97.58","0.9100000000000088","0.96","0.76",,"2.3500000000000085","0","0.01"
Sarthak Industries Ltd,SARTHAKIND,"Commodities Trading","26.0263318","21.04","0.8200000000000007","1.1200000000000008","19.74","0.6100000000000008","0.66","1.3000000000000007","61.65","0.28",,,"0",,"1.0299999999999998","1.9699999999999998","58.97","0.7499999999999998","0.94","0.82",,"2.6799999999999997","0","0.71"
Roselabs Finance Ltd,ROSELABS,"Diversified Financials","26","0","-0.04","-0.04","0.04","-0.04","-0.04","-0.04","2.75","0.05",,,"0",,"2.06","2.06","0.69","2.0100000000000002","0","2.02",,"2.06","0","0"
Rita Finance and Leasing Ltd,RFLL,,"26","0.16","0.11","0.11","0.05","0.08","0.08","0.11","1.16","0.25",,,"0",,"1","1","0.15","0.75",,"0.74",,"1.01","0","0.01"
WINPRO INDUSTRIES LIMITED,WINPRO,"Advertising","25.9901486","0","-0.11","-0.11","0.08","-0.11","-0.01","-0.08","0","0",,,"0",,"-0.21000000000000002","-0.21000000000000002","0.07","-0.21000000000000002","0","-0.02",,"-0.07","0","0.14"
Hardcastle and Waud Manufacturing Co Ltd,HARDCAS,"Commodity Chemicals","25.9898805","1.16","0.11999999999999991","0.11999999999999991","0.87","0.08999999999999991","1.37","0.2899999999999999","4.1","0.21",,,"0",,"1.2999999999999998","1.2999999999999998","2.15","1.0899999999999999","0","3.22",,"1.9499999999999997","0","0.65"
Osiajee Texfab Ltd,OSIAJEE,"Textiles","25.9578","0.51","0.11","0.11","0.38","0.1","0.2","0.13","2.45","0.01",,,"0.04830917874396136",,"1.1300000000000001","1.1300000000000001","1.3","1.12","0","2.07",,"1.1500000000000001","0.1","0.02"
White Organic Retail Ltd,WORL,"Agro Products","25.917408","-8.3","-9.450000000000001","-9.06","0.24","-8.010000000000002","-2.45","-8.540000000000001","275.72","0.06",,,"0",,"-3.719999999999955","-3.3299999999999548","278.52","-3.779999999999955","0.39","-1.16",,"-2.7999999999999545","0","0.53"
Transchem Ltd,TRANSCHEM,"Pharmaceuticals","25.81416","1.03","0.54","0.54","0.49","0.4","0.33","0.54","4.24","1.27","0.92","0","0","0","2.5000000000000004","2.5000000000000004","0.029999999999999916","1.2300000000000004","0","1.0049019607843142","0.78","2.5100000000000002","0","0.01"
Patron Exim Ltd,PATRON,,"25.79934",,,,,,,,"18.89","0.57",,,"0",,"1.9500000000000008","1.9500000000000008","16.93","1.3800000000000008","0","0.6",,"1.9600000000000009","0","0.01"
G K P Printing & Packaging Ltd,GKP,"Packaging","25.760632272","13.64","0.13000000000000092","0.23000000000000093","13.1","0.08000000000000092","0.04","0.5400000000000009","56.2","0.33",,,"0",,"1.18","1.3399999999999999","54.27","0.8499999999999999","0.16","0.39",,"1.9299999999999997","0","0.59"
Sarvottam Finvest Ltd,SARVOTTAM,"Investment Banking & Brokerage","25.68","0.57","0.45","0.45","0.11999999999999995","0.52","0.7","0.45","1.84","-0.06",,,"0",,"-1.24","-1.24","3.08","-1.18",,"-1.58",,"-1.24","0","0"
Lex Nimble Solutions Ltd,LEX,"IT Services & Consulting","25.559",,,,,,,,"5.04","0.26",,,"0",,"1.08","1.08","3.94","0.8200000000000001","0","1.94",,"1.1","0","0.02"
Sabar Flex India Ltd,SABAR,"Packaging","25.46749556","31.24","0.5700000000000001","1.33","29.74","0.77","0.71","1.5","95.28","0.2",,,"0",,"2.019999999999997","4.569999999999997","89.87","1.819999999999997","2.55","1.36",,"5.409999999999997","0","0.84"
Vapi Enterprise Ltd,VAPIPPR,,"25.4381675","48.49","48.120000000000005","48.120000000000005","0.36","37.84","165.87","48.13","50.81","10.5",,,"0",,"49","49","1.68","38.5","0","168.71",,"49.13","0","0.13"
MRC Exim Ltd,MRCAGRO,"Commodities Trading","25.3853124","4.46","0.33000000000000007","0.33000000000000007","4.13","0.20000000000000007","1","0.33000000000000007","7.19","0.13",,,"0",,"0.47000000000000064","0.47000000000000064","6.72","0.34000000000000064","0","3",,"0.47000000000000064","0","0"
Vivo Collaboration Solutions Ltd,VIVO,"Telecom Services","25.378925","3.15","1.41","1.41","1.74","1.0999999999999999","7.36","1.41","8.03","0.17",,,"0",,"0.5099999999999992","0.5199999999999992","7.41","0.3399999999999992","0.01","1.73",,"0.6199999999999992","0","0.1"
Prospect Commodities Ltd,PCL,,"25.3733715",,,,,,,,"12.69","0.25",,,"0",,"0.8000000000000003","1.1100000000000003","11.04","0.5500000000000003","0.31","1.33",,"1.6500000000000004","0","0.54"
Goenka Diamond And Jewels Ltd,GOENKA,"Precious Metals, Jewellery & Watches","25.36","0.2","-0.8300000000000001","-0.6900000000000001","0.73","-0.8400000000000001","-0.03","-0.53","1.67","0",,,"0",,"-2.3000000000000003","-1.7100000000000002","2.83","-2.3000000000000003","0.59","-0.07",,"-1.1600000000000001","0","0.55"
SRU Steels Ltd,SRUSTEELS,"Iron & Steel","25.30635135","9.05","0.6600000000000011","0.7500000000000011","8.27","0.4900000000000011","0.4066666666666667","0.7800000000000011","16.72","0.25",,,"0.1724137931034483",,"0.9499999999999993","1.2599999999999993","15.36","0.6999999999999993","0.31","0.58",,"1.3599999999999994","0.1","0.1"
Labelkraft Technologies Ltd,LABELKRAFT,,"25.3032",,,,,,,,"13.53","0.15",,,"0",,"0.35999999999999915","0.42999999999999916","12.99","0.20999999999999916","0.07","0.98",,"0.5399999999999991","0","0.11"
ASL Industries Ltd,ASLIND,"Industrial Machinery","25.2093578",,,,,,,,"2.61","0.55",,,"0",,"2.18","2.18","0.42","1.6300000000000001","0","1.57",,"2.19","0","0.01"
Amco India Ltd,AMCOIND,,"25.1532","34.2","-0.25999999999999834","0.2000000000000017","33.78","-0.25999999999999834","-0.61","0.4200000000000017","155.73","0.31",,,"0",,"0.8899999999999977","2.1099999999999977","152.54","0.5799999999999976","1.22","1.39",,"3.1899999999999977","0","1.08"
Ladderup Finance Ltd,LADDERUP,"Investment Banking & Brokerage","25.1525382","3.37","0.14000000000000024","0.14000000000000024","3.09","2.220446049250313e-16","0.01","0.28000000000000025","11.18","-0.07",,,"0",,"-1.3399999999999992","-1.3399999999999992","11.969999999999999","-1.2699999999999991",,"-1",,"-0.7899999999999991","0","0.55"
Gini Silk Mills Ltd,GINISILK,"Textiles","25.1275518","12.74","1.170000000000001","1.350000000000001","11.04","1.090000000000001","1.93","1.700000000000001","47.88","0.35",,,"0",,"1.8900000000000028","2.5800000000000027","43.93","1.5400000000000027","0.69","2.74",,"3.950000000000003","0","1.37"
Easun Capital Markets Ltd,EASUN,,"25.1002032","0.37","0.07999999999999996","0.07999999999999996","0.29000000000000004","0.059999999999999956","0.12","0.07999999999999996","0.97","0.19",,,"0",,"0.44999999999999996","0.44999999999999996","0.52","0.25999999999999995",,"0.47",,"0.44999999999999996","0","0"
GG Dandekar Machine Works Ltd,GGDANDE,"Industrial Machinery","25.09250949","0.82","-2.6999999999999997","-2.59","2.69","-2.67","-0.71","-1.87","2.86","-0.6399999999999999",,,"0",,"-3.74","-3.5","4.25","-3.1000000000000005","0.24","-2.95",,"-1.3900000000000001","0","2.11"
Impex Ferro Tech Ltd,IMPEXFERRO,"Iron & Steel","25.060507140000002","16.48","9.11","9.11","5.73","9.11","1.04","10.75","157.13","0",,,"0",,"-33.600000000000016","-33.59000000000002","184.11","-33.600000000000016","0.01","-3.82",,"-26.980000000000018","0","6.61"
Omkar Pharmachem Ltd,OMKARPH,"Commodity Chemicals","25.010304","0.14","0.06000000000000001","0.11000000000000001","0.03","-0.009999999999999995","-0.01","0.11000000000000001","0.54","0.07",,,"0",,"0.26000000000000006","0.31000000000000005","0.23","0.19000000000000006","0.05","0.2",,"0.31000000000000005","0","0"
Aaswa Trading and Exports Ltd,AASWA TRAD.,,"24.922918619999997","1.05","0.93","0.93","0.12","0.7000000000000001","9.66","0.93","1.24","0.28",,,"0",,"1.09","1.09","0.15","0.81","0","11.38",,"1.09","0","0"
Moxsh Overseas Educon Ltd,MOXSH,"Academic & Educational Services","24.917696",,,,,,,,"12.47","0.37",,,"0",,"1.3600000000000014","1.5900000000000014","10.45","0.9900000000000014","0.23","4.49",,"2.0200000000000014","0","0.43"
Visagar Polytex Ltd,VIVIDHA,"Textiles","24.87954539","0.01","-1.03","-0.84","0.69","-1.03","-0.04","-0.6799999999999999","0.95","0",,,"0",,"-1.3900000000000001","-0.7000000000000001","1","-1.3900000000000001","0.69","-0.05",,"-0.050000000000000044","0","0.65"
SBI-ETF Nifty Next 50,SETFNN50,"Equity","24.859794348",,,,,,,,,,,,,,,,,,,,,,,
Odyssey Corporation Ltd,ODYCORP,,"24.8577402","14.06","-1.8299999999999994","-1.8299999999999994","15.84","-0.8099999999999994","-0.47","-1.7799999999999994","77.85","1.1600000000000001",,,"0",,"1.5000000000000029","1.5000000000000029","76.14999999999999","0.34000000000000274",,"0.37",,"1.7000000000000028","0","0.2"
Concord Drugs Ltd,CONCORD,"Pharmaceuticals","24.79778114","12.31","0.14000000000000057","0.6400000000000006","11.34","0.17000000000000057","0.17","0.9700000000000006","52.09","0.26",,,"0",,"1.2400000000000055","2.9500000000000055","47.51","0.9800000000000055","1.71","1.06",,"4.580000000000005","0","1.63"
Benara Bearings and Pistons Ltd,BENARA,"Auto Parts","24.7902032","67.25","5.600000000000003","7.370000000000003","59.3","4.070000000000003","13.19","7.950000000000003","20.22","-2.22",,,"0",,"-10.750000000000002","-10.530000000000001","28.68","-8.530000000000001","0.22","-4.79",,"-8.46","0","2.07"
Zenlabs Ethica Ltd,ZENLABS,"Pharmaceuticals","24.738057","14.64","-0.5199999999999987","-0.3799999999999987","14.7","-0.3899999999999987","-0.6","-0.05999999999999872","67.01","0.18000000000000002",,,"0.3333333333333333",,"0.6700000000000028","1.2000000000000028","64.56","0.49000000000000277","0.53","0.75",,"2.450000000000003","0.25","1.25"
